payment_id,order_id,date_key,method,amount,status
7000000069,1000000069,20240612,CARD,53361.0,PAID
7000000070,1000000070,20250725,CARD,15420.0,PAID
7000000071,1000000071,20240722,CARD,14229.6,PAID
7000000072,1000000072,20240202,GATEWAY,17018.25,PAID
7000000073,1000000073,20241207,CARD,19576.35,PAID
7000000074,1000000074,20241214,CARD,69071.4,PAID
7000000075,1000000075,20250322,CARD,36474.0,PAID
7000000076,1000000076,20240301,CARD,29659.2,PAID
7000000077,1000000077,20241204,CASH,28459.2,PAID
7000000078,1000000078,20250109,CARD,49186.5,PAID
7000000079,1000000079,20250916,GATEWAY,40404.0,PAID
7000000080,1000000080,20241111,CARD,18687.0,PAID
7000000081,1000000081,20250202,CARD,64788.0,PAID
7000000082,1000000082,20250921,CARD,42582.0,PAID
7000000083,1000000083,20240210,GATEWAY,47301.0,REFUNDED
7000000084,1000000084,20241125,GATEWAY,19050.0,PAID
7000000085,1000000085,20250301,GATEWAY,16441.08,PAID
7000000086,1000000086,20250818,GATEWAY,14268.0,PAID
7000000087,1000000087,20241213,CARD,14994.0,FAILED
7000000088,1000000088,20240203,GATEWAY,69144.0,PAID
7000000089,1000000089,20250618,CARD,18442.5,PAID
7000000090,1000000090,20240127,CARD,45458.25,PAID
7000000091,1000000091,20240217,GATEWAY,110342.92,PAID
7000000092,1000000092,20240613,GATEWAY,37200.0,PAID
7000000093,1000000093,20241114,CASH,102456.75,PAID
7000000094,1000000094,20241227,CASH,90387.0,PAID
7000000095,1000000095,20250925,GATEWAY,59897.1,PAID
7000000096,1000000096,20250523,CASH,42688.8,PAID
7000000097,1000000097,20240612,CASH,18676.35,PAID
7000000098,1000000098,20250116,CARD,44351.1,PAID
7000000099,1000000099,20240227,CARD,14520.0,PAID
7000000100,1000000100,20240730,CARD,28909.08,FAILED
7000000101,1000000101,20240330,GATEWAY,44460.0,PAID
7000000102,1000000102,20241119,CARD,43888.8,PAID
7000000103,1000000103,20240325,CASH,37243.8,PENDING
7000000104,1000000104,20240323,CARD,37500.0,REFUNDED
7000000105,1000000105,20240512,CARD,27336.0,PAID
7000000106,1000000106,20250208,GATEWAY,19050.0,PAID
7000000107,1000000107,20240522,CARD,42064.2,PAID
7000000108,1000000108,20250704,CASH,56029.05,PAID
7000000109,1000000109,20240422,CARD,39930.0,PAID
7000000110,1000000110,20250604,TRANSFER,82364.7,FAILED
7000000111,1000000111,20241220,GATEWAY,19876.35,PAID
7000000112,1000000112,20250228,CASH,92891.7,PAID
7000000113,1000000113,20240121,CARD,15652.56,FAILED
7000000114,1000000114,20240917,TRANSFER,11761.2,PAID
7000000115,1000000115,20240219,CARD,27636.0,REFUNDED
7000000116,1000000116,20240701,CARD,49116.0,PAID
7000000117,1000000117,20250119,CARD,30240.0,PAID
7000000118,1000000118,20250816,CARD,47857.68,PAID
7000000119,1000000119,20250716,CARD,17787.0,PAID
7000000120,1000000120,20240418,CARD,14229.6,PAID
7000000121,1000000121,20241220,TRANSFER,45520.2,PAID
7000000122,1000000122,20250830,CASH,43560.0,PAID
7000000123,1000000123,20250624,CARD,18987.0,FAILED
7000000124,1000000124,20240206,GATEWAY,67367.64,PAID
7000000125,1000000125,20240709,TRANSFER,62073.0,PAID
7000000126,1000000126,20240612,CASH,18150.0,PAID
7000000127,1000000127,20240228,CARD,69988.5,PAID
7000000128,1000000128,20250420,CARD,101470.2,FAILED
7000000129,1000000129,20250917,CARD,76858.8,PAID
7000000130,1000000130,20250521,CASH,14701.5,PAID
7000000131,1000000131,20240125,CASH,47916.0,PAID
7000000132,1000000132,20240726,CARD,33216.6,PAID
7000000133,1000000133,20240614,TRANSFER,18150.0,PAID
7000000134,1000000134,20240106,CASH,75358.8,PAID
7000000135,1000000135,20240530,CASH,39930.0,PAID
7000000136,1000000136,20250120,CARD,34485.0,PAID
7000000137,1000000137,20241115,GATEWAY,14229.6,PAID
7000000138,1000000138,20240103,CARD,42882.0,PAID
7000000139,1000000139,20240406,CARD,17535.0,PAID
7000000140,1000000140,20250217,CASH,16008.3,PAID
7000000141,1000000141,20241130,TRANSFER,14374.8,REFUNDED
7000000142,1000000142,20250625,CARD,62854.26,REFUNDED
7000000143,1000000143,20240606,CARD,80586.0,PAID
7000000144,1000000144,20240209,CARD,35937.0,FAILED
7000000145,1000000145,20250719,GATEWAY,37800.0,PAID
7000000146,1000000146,20240505,CARD,100951.88,PAID
7000000147,1000000147,20241207,CARD,72701.4,PAID
7000000148,1000000148,20250621,CARD,43888.8,PAID
7000000149,1000000149,20250121,GATEWAY,17235.0,PAID
7000000150,1000000150,20250530,CARD,39131.4,PAID
7000000151,1000000151,20240416,CARD,42688.8,PAID
7000000152,1000000152,20240108,CARD,11761.2,PAID
7000000153,1000000153,20250610,CARD,13068.0,FAILED
7000000154,1000000154,20240701,CASH,51455.25,PAID
7000000155,1000000155,20240212,CARD,15420.0,PAID
7000000156,1000000156,20241029,CASH,51727.5,PAID
7000000157,1000000157,20250126,TRANSFER,71692.5,FAILED
7000000158,1000000158,20240424,CARD,36300.0,PAID
7000000159,1000000159,20240714,CARD,16141.08,PAID
7000000160,1000000160,20240613,TRANSFER,35574.0,PAID
7000000161,1000000161,20241021,GATEWAY,55350.0,PAID
7000000162,1000000162,20250731,CARD,27588.0,PAID
7000000163,1000000163,20240224,CARD,27036.0,PAID
7000000164,1000000164,20250222,CARD,77130.0,PAID
7000000165,1000000165,20250827,GATEWAY,29959.2,PAID
7000000166,1000000166,20250727,GATEWAY,53744.25,PAID
7000000167,1000000167,20250118,CARD,58172.85,FAILED
7000000168,1000000168,20240226,CARD,50205.0,FAILED
7000000169,1000000169,20240708,GATEWAY,14268.0,PAID
7000000170,1000000170,20240329,TRANSFER,36300.0,PAID
7000000171,1000000171,20250227,CARD,15429.6,PENDING
7000000172,1000000172,20240507,GATEWAY,28488.0,PAID
7000000173,1000000173,20250616,CARD,39315.0,PAID
7000000174,1000000174,20240907,TRANSFER,14229.6,PAID
7000000175,1000000175,20240531,GATEWAY,15420.0,PAID
7000000176,1000000176,20250225,CASH,17968.5,PAID
7000000177,1000000177,20241123,CARD,16718.25,PAID
7000000178,1000000178,20250503,CARD,16335.0,PAID
7000000179,1000000179,20250812,GATEWAY,88746.0,PAID
7000000180,1000000180,20240521,GATEWAY,31692.0,PAID
7000000181,1000000181,20241112,CARD,29359.2,PAID
7000000182,1000000182,20240908,GATEWAY,31546.8,PAID
7000000183,1000000183,20241026,TRANSFER,32670.0,PAID
7000000184,1000000184,20250511,CASH,16335.0,PAID
7000000185,1000000185,20240718,CARD,73611.24,PAID
7000000186,1000000186,20240730,GATEWAY,14694.0,PAID
7000000187,1000000187,20250212,CARD,39204.0,REFUNDED
7000000188,1000000188,20250823,CARD,32670.0,PAID
7000000189,1000000189,20240502,GATEWAY,45723.24,PAID
7000000190,1000000190,20240605,CARD,14229.6,PAID
7000000191,1000000191,20250916,CARD,106896.24,FAILED
7000000192,1000000192,20240308,CASH,14520.0,PAID
7000000193,1000000193,20240215,CARD,40404.0,PAID
7000000194,1000000194,20250913,GATEWAY,54450.0,PAID
7000000195,1000000195,20250228,CARD,56666.4,PAID
7000000196,1000000196,20250814,GATEWAY,37500.0,PAID
7000000197,1000000197,20240409,GATEWAY,14268.0,PAID
7000000198,1000000198,20240203,CARD,36183.6,PAID
7000000199,1000000199,20250319,GATEWAY,59280.0,PAID
7000000200,1000000200,20240925,GATEWAY,27036.0,PAID
7000000201,1000000201,20241116,GATEWAY,50749.5,REFUNDED
7000000202,1000000202,20250327,CARD,43560.0,PAID
7000000203,1000000203,20241117,CARD,39204.0,PAID
7000000204,1000000204,20250127,GATEWAY,50205.0,FAILED
7000000205,1000000205,20240930,CARD,17787.0,PAID
7000000206,1000000206,20250726,CARD,29659.2,PAID
7000000207,1000000207,20250507,GATEWAY,15841.08,PAID
7000000208,1000000208,20250411,CASH,53905.5,PAID
7000000209,1000000209,20250403,CARD,31692.0,PAID
7000000210,1000000210,20250320,CARD,17835.0,PAID
7000000211,1000000211,20250719,CASH,80803.8,REFUNDED
7000000212,1000000212,20250218,CARD,15129.6,PAID
7000000213,1000000213,20240416,GATEWAY,20557.5,PAID
7000000214,1000000214,20240719,GATEWAY,28342.8,PAID
7000000215,1000000215,20240129,CARD,62628.15,PAID
7000000216,1000000216,20250510,GATEWAY,19866.75,PAID
7000000217,1000000217,20240405,CARD,72554.62,PAID
7000000218,1000000218,20240704,CARD,39750.6,PAID
7000000219,1000000219,20240612,CASH,54450.0,PAID
7000000220,1000000220,20250921,CARD,14694.0,PAID
7000000221,1000000221,20250507,CARD,28459.2,PAID
7000000222,1000000222,20240830,CARD,26136.0,PAID
7000000223,1000000223,20241224,CASH,27442.8,PAID
7000000224,1000000224,20250322,CARD,50205.0,PAID
7000000225,1000000225,20250805,CARD,41164.2,PAID
7000000226,1000000226,20240716,CARD,36483.6,PAID
7000000227,1000000227,20240717,GATEWAY,43888.8,PAID
7000000228,1000000228,20250327,CARD,43588.8,PAID
7000000229,1000000229,20250410,CARD,16335.0,FAILED
7000000230,1000000230,20241229,GATEWAY,40104.0,PAID
7000000231,1000000231,20240608,GATEWAY,58072.5,PAID
7000000232,1000000232,20250221,GATEWAY,45892.56,PAID
7000000233,1000000233,20241119,CARD,19050.0,PAID
7000000234,1000000234,20250528,CARD,29659.2,PAID
7000000235,1000000235,20241002,CASH,26136.0,FAILED
7000000236,1000000236,20250104,CASH,29040.0,PAID
7000000237,1000000237,20241114,CASH,43560.0,PAID
7000000238,1000000238,20250322,CASH,25613.28,PAID
7000000239,1000000239,20240220,GATEWAY,63408.6,PAID
7000000240,1000000240,20241020,CARD,48090.0,REFUNDED
7000000241,1000000241,20241011,CASH,71874.0,PAID
7000000242,1000000242,20250815,GATEWAY,46023.24,FAILED
7000000243,1000000243,20250608,CARD,19965.0,PAID
7000000244,1000000244,20240913,CARD,24829.2,PAID
7000000245,1000000245,20250508,CASH,48823.5,REFUNDED
7000000246,1000000246,20250927,GATEWAY,74596.5,FAILED
7000000247,1000000247,20241202,GATEWAY,19576.35,PAID
7000000248,1000000248,20241026,TRANSFER,13068.0,PAID
7000000249,1000000249,20240419,CASH,47916.0,PAID
7000000250,1000000250,20240921,CARD,52955.25,PAID
7000000251,1000000251,20240315,CASH,41382.0,PAID
7000000252,1000000252,20240302,CASH,53361.0,PAID
7000000253,1000000253,20250423,GATEWAY,56018.16,REFUNDED
7000000254,1000000254,20241013,TRANSFER,25613.28,PAID
7000000255,1000000255,20240813,GATEWAY,18687.0,PAID
7000000256,1000000256,20241001,GATEWAY,29659.2,PAID
7000000257,1000000257,20250530,CARD,70059.0,PAID
7000000258,1000000258,20241226,CARD,35385.0,PAID
7000000259,1000000259,20250904,GATEWAY,32805.12,REFUNDED
7000000260,1000000260,20241212,CARD,41130.0,PAID
7000000261,1000000261,20250814,CARD,29040.0,PAID
7000000262,1000000262,20241118,CARD,43588.8,PAID
7000000263,1000000263,20241231,CARD,49905.0,PAID
7000000264,1000000264,20250819,CARD,69750.45,PAID
7000000265,1000000265,20240427,GATEWAY,64468.56,PAID
7000000266,1000000266,20250507,GATEWAY,48325.95,PAID
7000000267,1000000267,20240229,CARD,33870.0,PAID
7000000268,1000000268,20250314,CARD,13794.0,FAILED
7000000269,1000000269,20241013,CARD,83617.05,FAILED
7000000270,1000000270,20240216,CASH,14229.6,PAID
7000000271,1000000271,20240212,CARD,87448.8,REFUNDED
7000000272,1000000272,20241025,GATEWAY,33144.0,PAID
7000000273,1000000273,20240301,CARD,43588.8,PAID
7000000274,1000000274,20240928,CARD,77064.9,PAID
7000000275,1000000275,20240621,GATEWAY,27336.0,PAID
7000000276,1000000276,20250526,CARD,29040.0,PAID
7000000277,1000000277,20241014,CARD,50820.0,PAID
7000000278,1000000278,20250304,GATEWAY,27636.0,PAID
7000000279,1000000279,20250815,GATEWAY,54261.0,FAILED
7000000280,1000000280,20240720,CARD,33033.0,PAID
7000000281,1000000281,20250311,CARD,54101.28,PAID
7000000282,1000000282,20241228,GATEWAY,24422.4,PAID
7000000283,1000000283,20250721,CARD,16718.25,PAID
7000000284,1000000284,20240309,CARD,70785.0,PAID
7000000285,1000000285,20241030,CARD,19350.0,FAILED
7000000286,1000000286,20240711,CARD,37074.0,PAID
7000000287,1000000287,20250617,CASH,51727.5,PAID
7000000288,1000000288,20250201,CASH,14229.6,PAID
7000000289,1000000289,20250226,CARD,90389.1,FAILED
7000000290,1000000290,20241104,GATEWAY,105354.3,PAID
7000000291,1000000291,20241017,GATEWAY,56900.25,PAID
7000000292,1000000292,20250429,CARD,32270.7,PAID
7000000293,1000000293,20250821,CARD,27036.0,PAID
7000000294,1000000294,20240422,CARD,44460.0,FAILED
7000000295,1000000295,20250327,TRANSFER,24829.2,REFUNDED
7000000296,1000000296,20240628,CASH,18150.0,PAID
7000000297,1000000297,20250811,CASH,53361.0,REFUNDED
7000000298,1000000298,20241104,CASH,41382.0,PAID
7000000299,1000000299,20240506,CARD,43560.0,PAID
7000000300,1000000300,20241119,GATEWAY,54633.6,PAID
7000000301,1000000301,20240506,GATEWAY,29040.0,PAID
7000000302,1000000302,20250807,GATEWAY,69507.0,FAILED
7000000303,1000000303,20240316,CARD,39204.0,PAID
7000000304,1000000304,20240315,CARD,119873.77,PAID
7000000305,1000000305,20250413,CARD,31692.0,PAID
7000000306,1000000306,20240429,CARD,83671.5,PAID
7000000307,1000000307,20240912,CARD,17835.0,PAID
7000000308,1000000308,20240327,GATEWAY,17835.0,PAID
7000000309,1000000309,20240409,CASH,45738.0,FAILED
7000000310,1000000310,20250104,GATEWAY,27636.0,PAID
7000000311,1000000311,20250107,CARD,36209.25,PAID
7000000312,1000000312,20250223,CASH,36209.25,PAID
7000000313,1000000313,20250519,CARD,71692.5,PAID
7000000314,1000000314,20241015,GATEWAY,33579.6,PAID
7000000315,1000000315,20250505,CARD,54351.75,PAID
7000000316,1000000316,20250427,CARD,71601.75,PAID
7000000317,1000000317,20240816,CARD,37437.0,PAID
7000000318,1000000318,20241006,CARD,15246.0,PAID
7000000319,1000000319,20240420,CARD,15429.6,PAID
7000000320,1000000320,20250818,CARD,36592.5,PAID
7000000321,1000000321,20250802,GATEWAY,94491.0,PAID
7000000322,1000000322,20241120,CASH,37243.8,PAID
7000000323,1000000323,20250401,CARD,54711.36,PAID
7000000324,1000000324,20250111,CASH,69812.16,PAID
7000000325,1000000325,20241014,CARD,28749.6,PAID
7000000326,1000000326,20240616,CARD,84070.8,PAID
7000000327,1000000327,20250109,CARD,31082.16,PAID
7000000328,1000000328,20250210,GATEWAY,82239.75,PAID
7000000329,1000000329,20240315,CARD,44324.4,PAID
7000000330,1000000330,20241214,CASH,29040.0,PAID
7000000331,1000000331,20241224,CARD,68581.35,PAID
7000000332,1000000332,20250917,GATEWAY,62547.0,PAID
7000000333,1000000333,20241216,GATEWAY,16552.56,FAILED
7000000334,1000000334,20250507,GATEWAY,71341.2,PAID
7000000335,1000000335,20240210,CARD,73691.1,PAID
7000000336,1000000336,20240719,GATEWAY,47964.0,PAID
7000000337,1000000337,20240912,CARD,17835.0,PAID
7000000338,1000000338,20240322,GATEWAY,47146.2,REFUNDED
7000000339,1000000339,20250508,GATEWAY,54561.0,FAILED
7000000340,1000000340,20240805,GATEWAY,14268.0,PAID
7000000341,1000000341,20241221,CASH,30492.0,PAID
7000000342,1000000342,20241006,CARD,18142.5,PAID
7000000343,1000000343,20240811,CARD,27989.4,PAID
7000000344,1000000344,20240723,GATEWAY,41430.0,PAID
7000000345,1000000345,20240501,CARD,41164.2,PAID
7000000346,1000000346,20250312,TRANSFER,41382.0,PAID
7000000347,1000000347,20240818,CARD,54261.0,PAID
7000000348,1000000348,20241115,CASH,12414.6,PAID
7000000349,1000000349,20240829,CARD,44760.0,PAID
7000000350,1000000350,20240318,CASH,42688.8,PAID
7000000351,1000000351,20240503,CARD,32670.0,PAID
7000000352,1000000352,20250216,CARD,35203.5,PAID
7000000353,1000000353,20250508,CASH,41382.0,PAID
7000000354,1000000354,20250509,CARD,17172.0,PAID
7000000355,1000000355,20241209,CARD,50205.0,PAID
7000000356,1000000356,20250605,GATEWAY,53361.0,PAID
7000000357,1000000357,20240229,CARD,14229.6,PAID
7000000358,1000000358,20250708,CARD,34485.0,PAID
7000000359,1000000359,20240709,TRANSFER,35574.0,PAID
7000000360,1000000360,20240923,CASH,62871.6,PAID
7000000361,1000000361,20250119,GATEWAY,72783.6,PAID
7000000362,1000000362,20240814,CARD,43560.0,PAID
7000000363,1000000363,20240607,CARD,13794.0,PAID
7000000364,1000000364,20250818,CASH,29882.16,PAID
7000000365,1000000365,20250820,CARD,81486.0,REFUNDED
7000000366,1000000366,20250715,CARD,57529.05,PAID
7000000367,1000000367,20250419,GATEWAY,33570.0,PAID
7000000368,1000000368,20241102,CARD,27336.0,FAILED
7000000369,1000000369,20241211,CARD,39204.0,PAID
7000000370,1000000370,20250818,CASH,36209.25,PAID
7000000371,1000000371,20240115,GATEWAY,37500.0,PAID
7000000372,1000000372,20240821,GATEWAY,15383.7,PAID
7000000373,1000000373,20240218,GATEWAY,16146.0,PAID
7000000374,1000000374,20250414,CARD,53361.0,PAID
7000000375,1000000375,20250624,GATEWAY,18051.75,PAID
7000000376,1000000376,20241215,CASH,51727.5,PAID
7000000377,1000000377,20240802,CARD,36300.0,PAID
7000000378,1000000378,20250905,GATEWAY,49224.9,PAID
7000000379,1000000379,20250615,GATEWAY,13968.0,PAID
7000000380,1000000380,20240613,TRANSFER,68534.4,PAID
7000000381,1000000381,20250518,CARD,80779.2,PAID
7000000382,1000000382,20240621,CARD,37800.0,PAID
7000000383,1000000383,20241120,CARD,51455.25,PAID
7000000384,1000000384,20250608,GATEWAY,42688.8,PAID
7000000385,1000000385,20240511,TRANSFER,91294.5,PAID
7000000386,1000000386,20241023,CASH,17242.5,PAID
7000000387,1000000387,20250327,GATEWAY,44760.0,PAID
7000000388,1000000388,20240603,GATEWAY,53835.0,PAID
7000000389,1000000389,20240503,CARD,12414.6,PAID
7000000390,1000000390,20240316,CARD,19957.5,PAID
7000000391,1000000391,20240207,CARD,17235.0,REFUNDED
7000000392,1000000392,20240815,CASH,35574.0,PAID
7000000393,1000000393,20240320,CARD,14229.6,PAID
7000000394,1000000394,20250731,GATEWAY,47454.75,PAID
7000000395,1000000395,20240601,CASH,44823.24,PAID
7000000396,1000000396,20240814,GATEWAY,58045.8,PAID
7000000397,1000000397,20250705,CARD,15420.0,PAID
7000000398,1000000398,20240329,CARD,80188.8,REFUNDED
7000000399,1000000399,20241003,CASH,57354.0,PAID
7000000400,1000000400,20250313,CASH,15246.0,PAID
7000000401,1000000401,20250624,TRANSFER,49005.0,PAID
7000000402,1000000402,20241219,CARD,44324.4,PAID
7000000403,1000000403,20241214,CARD,55650.0,PAID
7000000404,1000000404,20250312,GATEWAY,46076.4,PAID
7000000405,1000000405,20240819,GATEWAY,80198.4,PAID
7000000406,1000000406,20240825,CASH,51727.5,PAID
7000000407,1000000407,20250626,CARD,31036.5,FAILED
7000000408,1000000408,20241112,CARD,38252.7,PAID
7000000409,1000000409,20250903,CARD,39204.0,FAILED
7000000410,1000000410,20250720,CARD,42688.8,PAID
7000000411,1000000411,20241108,CARD,47754.75,PAID
7000000412,1000000412,20241119,TRANSFER,28459.2,PAID
7000000413,1000000413,20240527,CARD,29040.0,FAILED
7000000414,1000000414,20250512,GATEWAY,48634.5,PAID
7000000415,1000000415,20250430,CARD,17787.0,PAID
7000000416,1000000416,20250604,CARD,39131.4,FAILED
7000000417,1000000417,20240330,TRANSFER,31944.0,PAID
7000000418,1000000418,20240627,CARD,47364.0,REFUNDED
7000000419,1000000419,20240322,GATEWAY,79436.1,PAID
7000000420,1000000420,20241209,CARD,13794.0,PAID
7000000421,1000000421,20240831,CARD,40404.0,PAID
7000000422,1000000422,20250222,CARD,68055.0,PAID
7000000423,1000000423,20250609,CASH,28459.2,PAID
7000000424,1000000424,20240709,CARD,15429.6,PAID
7000000425,1000000425,20250926,CASH,12806.64,PAID
7000000426,1000000426,20240710,CARD,43560.0,PAID
7000000427,1000000427,20240706,GATEWAY,43160.7,PAID
7000000428,1000000428,20240219,CARD,36474.0,FAILED
7000000429,1000000429,20250412,CARD,71220.6,PAID
7000000430,1000000430,20250128,CARD,46638.0,PAID
7000000431,1000000431,20250906,CARD,42664.2,PAID
7000000432,1000000432,20240120,CARD,47020.2,PAID
7000000433,1000000433,20250109,GATEWAY,14268.0,PAID
7000000434,1000000434,20240412,CARD,30540.0,REFUNDED
7000000435,1000000435,20240519,CARD,72193.2,PAID
7000000436,1000000436,20240817,CASH,43560.0,PAID
7000000437,1000000437,20241101,CARD,51727.5,PAID
7000000438,1000000438,20250503,TRANSFER,58697.1,PAID
7000000439,1000000439,20240104,CARD,27588.0,PAID
7000000440,1000000440,20241028,CARD,73616.4,PAID
7000000441,1000000441,20240318,GATEWAY,46323.24,PAID
7000000442,1000000442,20240524,CARD,53361.0,PAID
7000000443,1000000443,20250422,CARD,120969.75,FAILED
7000000444,1000000444,20250116,CARD,44324.4,PAID
7000000445,1000000445,20240723,TRANSFER,29040.0,PAID
7000000446,1000000446,20240813,CARD,43888.8,PAID
7000000447,1000000447,20241108,GATEWAY,43588.8,PAID
7000000448,1000000448,20250111,CARD,13794.0,PAID
7000000449,1000000449,20240402,GATEWAY,69516.6,PAID
7000000450,1000000450,20240906,CARD,20257.5,PAID
7000000451,1000000451,20240410,CASH,34485.0,REFUNDED
7000000452,1000000452,20250228,CARD,54313.88,PAID
7000000453,1000000453,20240414,GATEWAY,15129.6,PAID
7000000454,1000000454,20250523,CARD,40104.0,PAID
7000000455,1000000455,20240723,CARD,102694.8,FAILED
7000000456,1000000456,20240926,CASH,81783.9,PAID
7000000457,1000000457,20250927,GATEWAY,16418.25,PAID
7000000458,1000000458,20241027,CARD,48097.5,PAID
7000000459,1000000459,20241215,GATEWAY,28749.6,REFUNDED
7000000460,1000000460,20240401,CARD,18676.35,PAID
7000000461,1000000461,20240324,GATEWAY,27989.4,PAID
7000000462,1000000462,20240526,CARD,55650.0,PAID
7000000463,1000000463,20250829,CARD,13968.0,PAID
7000000464,1000000464,20240410,CASH,44823.24,FAILED
7000000465,1000000465,20240805,CARD,120334.5,FAILED
7000000466,1000000466,20250714,CARD,67447.5,PAID
7000000467,1000000467,20250102,CARD,39204.0,PAID
7000000468,1000000468,20241029,GATEWAY,47020.2,PENDING
7000000469,1000000469,20250611,GATEWAY,48924.9,PAID
7000000470,1000000470,20240208,TRANSFER,17787.0,PAID
7000000471,1000000471,20240112,CASH,41382.0,PAID
7000000472,1000000472,20250726,CARD,15841.08,PAID
7000000473,1000000473,20250227,CARD,40104.0,PAID
7000000474,1000000474,20240803,CASH,17242.5,PAID
7000000475,1000000475,20250514,CARD,27588.0,FAILED
7000000476,1000000476,20250328,CARD,72411.0,PAID
7000000477,1000000477,20250517,GATEWAY,14694.0,PAID
7000000478,1000000478,20240208,CASH,13068.0,FAILED
7000000479,1000000479,20250709,CASH,53361.0,PAID
7000000480,1000000480,20250608,CASH,43560.0,PAID
7000000481,1000000481,20240129,CASH,29221.5,PAID
7000000482,1000000482,20241207,CASH,37933.5,REFUNDED
7000000483,1000000483,20240108,GATEWAY,15720.0,PAID
7000000484,1000000484,20250806,GATEWAY,33144.0,REFUNDED
7000000485,1000000485,20240627,CARD,52927.5,PAID
7000000486,1000000486,20240724,TRANSFER,51909.0,PAID
7000000487,1000000487,20241231,CARD,29040.0,PAID
7000000488,1000000488,20240520,CARD,55350.0,REFUNDED
7000000489,1000000489,20250824,CARD,67663.2,PAID
7000000490,1000000490,20240930,CASH,30855.0,PAID
7000000491,1000000491,20241116,TRANSFER,13068.0,PAID
7000000492,1000000492,20250927,CASH,36826.35,PAID
7000000493,1000000493,20250626,GATEWAY,15429.6,PAID
