order_id,customer_id,channel_id,store_id,order_date,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount,order_item_id,product_id,quantity,unit_price,discount_amount,line_total,payment_method,total_paid,address_id,province_id,province_name,order_date_dt,date_key,full_date,year,quarter,month,month_name,day,day_of_week,day_name,full_date_dt
1000000028,382,1,,2024-05-17 06:11:07,1338.0,2419,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,5000000045,1,1,12000.0,0.0,12000.0,CARD,14520.0,2419,1,Buenos Aires,2024-05-17,20240517,2024-05-17,2024,2,5,May,17,4,Friday,2024-05-17
1000000029,1456,1,,2025-09-14 02:43:49,1410.0,2421,FULFILLED,ARS,64740.0,13595.4,900.0,79235.4,5000000046,2,2,16500.0,660.0,32340.0,CARD,79235.4,2421,2,CÃ³rdoba,2025-09-14,20250914,2025-09-14,2025,3,9,September,14,6,Sunday,2025-09-14
1000000029,1456,1,,2025-09-14 02:43:49,1410.0,2421,FULFILLED,ARS,64740.0,13595.4,900.0,79235.4,5000000047,1,3,12000.0,3600.0,32400.0,CARD,79235.4,2421,2,CÃ³rdoba,2025-09-14,20250914,2025-09-14,2025,3,9,September,14,6,Sunday,2025-09-14
1000000030,1377,2,4.0,2025-06-09 19:02:55,3581.0,4,PAID,ARS,34200.0,7182.0,0.0,41382.0,5000000048,1,3,12000.0,1800.0,34200.0,CARD,41382.0,4,4,Mendoza,2025-06-09,20250609,2025-06-09,2025,2,6,June,9,0,Monday,2025-06-09
1000000031,1375,2,4.0,2025-05-10 11:15:07,1924.0,4,PAID,ARS,23520.0,4939.2,0.0,28459.2,5000000049,1,2,12000.0,480.0,23520.0,CASH,28459.2,4,4,Mendoza,2025-05-10,20250510,2025-05-10,2025,2,5,May,10,5,Saturday,2025-05-10
1000000032,821,1,,2025-03-15 14:37:22,3181.0,1920,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0,5000000050,2,2,15000.0,3000.0,27000.0,CARD,33870.0,1920,1,Buenos Aires,2025-03-15,20250315,2025-03-15,2025,1,3,March,15,5,Saturday,2025-03-15
1000000033,1475,2,4.0,2024-06-08 03:23:04,3312.0,4,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0,5000000051,2,1,15000.0,300.0,14700.0,CASH,17787.0,4,4,Mendoza,2024-06-08,20240608,2024-06-08,2024,2,6,June,8,5,Saturday,2024-06-08
1000000034,634,2,2.0,2024-11-17 01:24:31,2156.0,2,FULFILLED,ARS,85387.5,17931.38,0.0,103318.88,5000000052,2,3,15750.0,2362.5,44887.5,CASH,103318.88,2,2,CÃ³rdoba,2024-11-17,20241117,2024-11-17,2024,4,11,November,17,6,Sunday,2024-11-17
1000000034,634,2,2.0,2024-11-17 01:24:31,2156.0,2,FULFILLED,ARS,85387.5,17931.38,0.0,103318.88,5000000053,2,3,15000.0,4500.0,40500.0,CASH,103318.88,2,2,CÃ³rdoba,2024-11-17,20241117,2024-11-17,2024,4,11,November,17,6,Sunday,2024-11-17
1000000035,585,2,1.0,2024-01-12 05:54:27,3436.0,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0,5000000054,1,2,12000.0,2400.0,21600.0,CARD,26136.0,1,1,Buenos Aires,2024-01-12,20240112,2024-01-12,2024,1,1,January,12,4,Friday,2024-01-12
1000000036,180,1,,2024-09-24 18:59:17,4138.0,2859,FULFILLED,ARS,49800.0,10458.0,900.0,61158.0,5000000055,1,2,12000.0,1200.0,22800.0,CARD,61158.0,2859,2,CÃ³rdoba,2024-09-24,20240924,2024-09-24,2024,3,9,September,24,1,Tuesday,2024-09-24
1000000036,180,1,,2024-09-24 18:59:17,4138.0,2859,FULFILLED,ARS,49800.0,10458.0,900.0,61158.0,5000000056,2,2,15000.0,3000.0,27000.0,CARD,61158.0,2859,2,CÃ³rdoba,2024-09-24,20240924,2024-09-24,2024,3,9,September,24,1,Tuesday,2024-09-24
1000000037,482,1,,2024-01-26 00:07:55,2544.0,3321,FULFILLED,ARS,24696.0,5186.16,1200.0,31082.16,5000000057,1,2,12600.0,504.0,24696.0,CARD,31082.16,3321,1,Buenos Aires,2024-01-26,20240126,2024-01-26,2024,1,1,January,26,4,Friday,2024-01-26
1000000038,620,2,1.0,2024-02-02 22:29:21,1303.0,1,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,5000000058,1,1,12000.0,240.0,11760.0,CARD,14229.6,1,1,Buenos Aires,2024-02-02,20240202,2024-02-02,2024,1,2,February,2,4,Friday,2024-02-02
1000000039,603,2,1.0,2024-05-23 04:42:33,4130.0,1,FULFILLED,ARS,59160.0,12423.6,0.0,71583.6,5000000059,1,3,10800.0,3240.0,29160.0,CARD,71583.6,1,1,Buenos Aires,2024-05-23,20240523,2024-05-23,2024,2,5,May,23,3,Thursday,2024-05-23
1000000039,603,2,1.0,2024-05-23 04:42:33,4130.0,1,FULFILLED,ARS,59160.0,12423.6,0.0,71583.6,5000000060,2,2,15000.0,0.0,30000.0,CARD,71583.6,1,1,Buenos Aires,2024-05-23,20240523,2024-05-23,2024,2,5,May,23,3,Thursday,2024-05-23
1000000041,1005,2,3.0,2024-01-14 09:59:03,,3,FULFILLED,ARS,24510.0,5147.1,0.0,29657.1,5000000062,2,1,15000.0,750.0,14250.0,CASH,29657.1,3,3,Santa Fe,2024-01-14,20240114,2024-01-14,2024,1,1,January,14,6,Sunday,2024-01-14
1000000041,1005,2,3.0,2024-01-14 09:59:03,,3,FULFILLED,ARS,24510.0,5147.1,0.0,29657.1,5000000063,1,1,10800.0,540.0,10260.0,CASH,29657.1,3,3,Santa Fe,2024-01-14,20240114,2024-01-14,2024,1,1,January,14,6,Sunday,2024-01-14
1000000042,790,1,,2024-09-27 21:17:36,1738.0,1029,FULFILLED,ARS,10260.0,2154.6,1500.0,13914.6,5000000064,1,1,10800.0,540.0,10260.0,GATEWAY,13914.6,1029,1,Buenos Aires,2024-09-27,20240927,2024-09-27,2024,3,9,September,27,4,Friday,2024-09-27
1000000043,665,1,,2024-05-21 10:46:11,3226.0,3039,PAID,ARS,39600.0,8316.0,900.0,48816.0,5000000065,1,3,13200.0,0.0,39600.0,CARD,48816.0,3039,1,Buenos Aires,2024-05-21,20240521,2024-05-21,2024,2,5,May,21,1,Tuesday,2024-05-21
1000000044,562,1,,2025-09-02 12:32:15,,2131,FULFILLED,ARS,73500.0,15435.0,1500.0,90435.0,5000000066,2,2,15000.0,600.0,29400.0,GATEWAY,90435.0,2131,2,CÃ³rdoba,2025-09-02,20250902,2025-09-02,2025,3,9,September,2,1,Tuesday,2025-09-02
1000000044,562,1,,2025-09-02 12:32:15,,2131,FULFILLED,ARS,73500.0,15435.0,1500.0,90435.0,5000000067,2,3,15000.0,900.0,44100.0,GATEWAY,90435.0,2131,2,CÃ³rdoba,2025-09-02,20250902,2025-09-02,2025,3,9,September,2,1,Tuesday,2025-09-02
1000000045,998,1,,2024-02-01 13:14:28,3026.0,2980,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0,5000000068,1,3,12000.0,0.0,36000.0,GATEWAY,44460.0,2980,1,Buenos Aires,2024-02-01,20240201,2024-02-01,2024,1,2,February,1,3,Thursday,2024-02-01
1000000046,276,1,,2024-01-12 03:01:18,,1489,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0,5000000069,2,2,16500.0,0.0,33000.0,CARD,39930.0,1489,4,Mendoza,2024-01-12,20240112,2024-01-12,2024,1,1,January,12,4,Friday,2024-01-12
1000000047,1469,2,2.0,2024-03-08 08:53:37,,2,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0,5000000070,1,1,12000.0,1200.0,10800.0,CASH,13068.0,2,2,CÃ³rdoba,2024-03-08,20240308,2024-03-08,2024,1,3,March,8,4,Friday,2024-03-08
1000000049,1360,2,2.0,2024-08-11 19:35:54,1174.0,2,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0,5000000072,2,3,13500.0,0.0,40500.0,TRANSFER,49005.0,2,2,CÃ³rdoba,2024-08-11,20240811,2024-08-11,2024,3,8,August,11,6,Sunday,2024-08-11
1000000050,1423,1,,2024-07-25 00:25:00,2103.0,1661,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0,5000000073,2,2,15000.0,1500.0,28500.0,GATEWAY,35685.0,1661,4,Mendoza,2024-07-25,20240725,2024-07-25,2024,3,7,July,25,3,Thursday,2024-07-25
1000000051,741,1,,2024-09-15 06:10:33,2340.0,2863,FULFILLED,ARS,30870.0,6482.7,900.0,38252.7,5000000074,2,2,15750.0,630.0,30870.0,CARD,38252.7,2863,1,Buenos Aires,2024-09-15,20240915,2024-09-15,2024,3,9,September,15,6,Sunday,2024-09-15
1000000052,969,1,,2024-11-04 03:12:44,,2608,FULFILLED,ARS,70560.0,14817.6,0.0,85377.6,5000000075,1,3,12000.0,720.0,35280.0,CARD,85377.6,2608,1,Buenos Aires,2024-11-04,20241104,2024-11-04,2024,4,11,November,4,0,Monday,2024-11-04
1000000052,969,1,,2024-11-04 03:12:44,,2608,FULFILLED,ARS,70560.0,14817.6,0.0,85377.6,5000000076,1,3,12000.0,720.0,35280.0,CARD,85377.6,2608,1,Buenos Aires,2024-11-04,20241104,2024-11-04,2024,4,11,November,4,0,Monday,2024-11-04
1000000054,251,2,4.0,2024-03-16 02:19:59,3465.0,4,PAID,ARS,12348.0,2593.08,0.0,14941.08,5000000078,1,1,12600.0,252.0,12348.0,CASH,14941.08,4,4,Mendoza,2024-03-16,20240316,2024-03-16,2024,1,3,March,16,5,Saturday,2024-03-16
1000000055,1087,2,1.0,2025-07-23 20:26:45,3305.0,1,PAID,ARS,42750.0,8977.5,0.0,51727.5,5000000079,2,3,15000.0,2250.0,42750.0,CARD,51727.5,1,1,Buenos Aires,2025-07-23,20250723,2025-07-23,2025,3,7,July,23,2,Wednesday,2025-07-23
1000000056,659,1,,2025-04-12 15:37:15,3446.0,2887,FULFILLED,ARS,71025.0,14915.25,1200.0,87140.25,5000000080,1,2,12000.0,0.0,24000.0,CARD,87140.25,2887,1,Buenos Aires,2025-04-12,20250412,2025-04-12,2025,2,4,April,12,5,Saturday,2025-04-12
1000000056,659,1,,2025-04-12 15:37:15,3446.0,2887,FULFILLED,ARS,71025.0,14915.25,1200.0,87140.25,5000000081,2,3,16500.0,2475.0,47025.0,CARD,87140.25,2887,1,Buenos Aires,2025-04-12,20250412,2025-04-12,2025,2,4,April,12,5,Saturday,2025-04-12
1000000057,338,2,4.0,2025-02-21 05:51:12,1626.0,4,FULFILLED,ARS,28425.0,5969.25,0.0,34394.25,5000000082,2,1,15000.0,750.0,14250.0,CASH,34394.25,4,4,Mendoza,2025-02-21,20250221,2025-02-21,2025,1,2,February,21,4,Friday,2025-02-21
1000000057,338,2,4.0,2025-02-21 05:51:12,1626.0,4,FULFILLED,ARS,28425.0,5969.25,0.0,34394.25,5000000083,2,1,15750.0,1575.0,14175.0,CASH,34394.25,4,4,Mendoza,2025-02-21,20250221,2025-02-21,2025,1,2,February,21,4,Friday,2025-02-21
1000000059,958,1,,2024-07-01 13:26:37,2973.0,3535,FULFILLED,ARS,64200.0,13482.0,0.0,77682.0,5000000086,1,3,12000.0,1800.0,34200.0,CARD,77682.0,3535,2,CÃ³rdoba,2024-07-01,20240701,2024-07-01,2024,3,7,July,1,0,Monday,2024-07-01
1000000059,958,1,,2024-07-01 13:26:37,2973.0,3535,FULFILLED,ARS,64200.0,13482.0,0.0,77682.0,5000000087,2,2,15000.0,0.0,30000.0,CARD,77682.0,3535,2,CÃ³rdoba,2024-07-01,20240701,2024-07-01,2024,3,7,July,1,0,Monday,2024-07-01
1000000061,1337,1,,2025-03-01 10:20:56,1294.0,1084,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0,5000000089,1,1,12000.0,0.0,12000.0,CARD,15720.0,1084,1,Buenos Aires,2025-03-01,20250301,2025-03-01,2025,1,3,March,1,5,Saturday,2025-03-01
1000000062,1442,2,3.0,2024-12-23 12:02:28,1692.0,3,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0,5000000090,2,3,15000.0,0.0,45000.0,TRANSFER,54450.0,3,3,Santa Fe,2024-12-23,20241223,2024-12-23,2024,4,12,December,23,0,Monday,2024-12-23
1000000063,939,1,,2024-05-30 10:17:58,4168.0,1406,FULFILLED,ARS,37044.0,7779.24,1500.0,46323.24,5000000091,1,3,12600.0,756.0,37044.0,GATEWAY,46323.24,1406,1,Buenos Aires,2024-05-30,20240530,2024-05-30,2024,2,5,May,30,3,Thursday,2024-05-30
1000000064,1409,1,,2025-03-04 14:45:27,4171.0,1307,FULFILLED,ARS,14850.0,3118.5,1200.0,19168.5,5000000092,2,1,16500.0,1650.0,14850.0,GATEWAY,19168.5,1307,1,Buenos Aires,2025-03-04,20250304,2025-03-04,2025,1,3,March,4,1,Tuesday,2025-03-04
1000000065,1062,1,,2024-09-17 00:43:41,3633.0,2399,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,5000000093,1,3,12000.0,720.0,35280.0,GATEWAY,43888.8,2399,1,Buenos Aires,2024-09-17,20240917,2024-09-17,2024,3,9,September,17,1,Tuesday,2024-09-17
1000000068,77,1,,2024-12-01 10:53:38,2743.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35,5000000096,2,1,15750.0,315.0,15435.0,CARD,102166.35,1620,1,Buenos Aires,2024-12-01,20241201,2024-12-01,2024,4,12,December,1,6,Sunday,2024-12-01
1000000068,77,1,,2024-12-01 10:53:38,2743.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35,5000000097,1,2,12000.0,0.0,24000.0,CARD,102166.35,1620,1,Buenos Aires,2024-12-01,20241201,2024-12-01,2024,4,12,December,1,6,Sunday,2024-12-01
1000000068,77,1,,2024-12-01 10:53:38,2743.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35,5000000098,2,3,15000.0,0.0,45000.0,CARD,102166.35,1620,1,Buenos Aires,2024-12-01,20241201,2024-12-01,2024,4,12,December,1,6,Sunday,2024-12-01
1000000069,700,1,,2024-06-12 09:38:45,2468.0,1476,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,5000000099,2,3,15000.0,900.0,44100.0,CARD,53361.0,1476,1,Buenos Aires,2024-06-12,20240612,2024-06-12,2024,2,6,June,12,2,Wednesday,2024-06-12
1000000070,425,1,,2025-07-25 23:51:05,3743.0,1428,PAID,ARS,12000.0,2520.0,900.0,15420.0,5000000100,1,1,12000.0,0.0,12000.0,CARD,15420.0,1428,3,Santa Fe,2025-07-25,20250725,2025-07-25,2025,3,7,July,25,4,Friday,2025-07-25
1000000071,1271,2,3.0,2024-07-22 18:00:06,2518.0,3,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,5000000101,1,1,12000.0,240.0,11760.0,CARD,14229.6,3,3,Santa Fe,2024-07-22,20240722,2024-07-22,2024,3,7,July,22,0,Monday,2024-07-22
1000000072,1129,1,,2024-02-02 08:20:17,3121.0,3536,PAID,ARS,12825.0,2693.25,1500.0,17018.25,5000000102,2,1,13500.0,675.0,12825.0,GATEWAY,17018.25,3536,2,CÃ³rdoba,2024-02-02,20240202,2024-02-02,2024,1,2,February,2,4,Friday,2024-02-02
1000000073,1224,1,,2024-12-07 21:18:19,1481.0,2119,PAID,ARS,15435.0,3241.35,900.0,19576.35,5000000103,2,1,15750.0,315.0,15435.0,CARD,19576.35,2119,2,CÃ³rdoba,2024-12-07,20241207,2024-12-07,2024,4,12,December,7,5,Saturday,2024-12-07
1000000074,446,1,,2024-12-14 04:41:02,4068.0,3064,FULFILLED,ARS,56340.0,11831.4,900.0,69071.4,5000000104,1,2,12600.0,1260.0,23940.0,CARD,69071.4,3064,4,Mendoza,2024-12-14,20241214,2024-12-14,2024,4,12,December,14,5,Saturday,2024-12-14
1000000074,446,1,,2024-12-14 04:41:02,4068.0,3064,FULFILLED,ARS,56340.0,11831.4,900.0,69071.4,5000000105,1,3,12000.0,3600.0,32400.0,CARD,69071.4,3064,4,Mendoza,2024-12-14,20241214,2024-12-14,2024,4,12,December,14,5,Saturday,2024-12-14
1000000075,867,1,,2025-03-22 18:16:20,2940.0,3681,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0,5000000106,2,2,15000.0,600.0,29400.0,CARD,36474.0,3681,2,CÃ³rdoba,2025-03-22,20250322,2025-03-22,2025,1,3,March,22,5,Saturday,2025-03-22
1000000076,127,1,,2024-03-01 10:21:11,1419.0,4185,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,5000000107,1,2,12000.0,480.0,23520.0,CARD,29659.2,4185,1,Buenos Aires,2024-03-01,20240301,2024-03-01,2024,1,3,March,1,4,Friday,2024-03-01
1000000077,874,2,1.0,2024-12-04 22:39:17,1204.0,1,PAID,ARS,23520.0,4939.2,0.0,28459.2,5000000108,1,2,12000.0,480.0,23520.0,CASH,28459.2,1,1,Buenos Aires,2024-12-04,20241204,2024-12-04,2024,4,12,December,4,2,Wednesday,2024-12-04
