session_id,customer_id,started_at,ended_at,source,device,session_duration_min,session_date_dt,date_key,full_date,year,quarter,month,month_name,day,day_of_week,day_name,full_date_dt
11000000039,902.0,2025-04-15 08:05:16,2025-04-15 08:25:16,direct,desktop,20.0,2025-04-15,20250415,2025-04-15,2025,2,4,April,15,1,Tuesday,2025-04-15
11000000040,572.0,2025-07-23 18:19:47,,direct,mobile,,2025-07-23,20250723,2025-07-23,2025,3,7,July,23,2,Wednesday,2025-07-23
11000000041,1088.0,2024-01-22 22:31:25,2024-01-22 22:39:25,direct,mobile,8.0,2024-01-22,20240122,2024-01-22,2024,1,1,January,22,0,Monday,2024-01-22
11000000042,1101.0,2024-11-09 00:09:07,2024-11-09 00:57:07,referral,mobile,48.0,2024-11-09,20241109,2024-11-09,2024,4,11,November,9,5,Saturday,2024-11-09
11000000043,833.0,2024-05-31 20:02:45,2024-05-31 20:53:45,direct,mobile,51.0,2024-05-31,20240531,2024-05-31,2024,2,5,May,31,4,Friday,2024-05-31
11000000045,1371.0,2024-12-28 04:37:40,2024-12-28 04:41:40,direct,mobile,4.0,2024-12-28,20241228,2024-12-28,2024,4,12,December,28,5,Saturday,2024-12-28
11000000046,1090.0,2024-06-28 21:31:14,2024-06-28 22:18:14,direct,mobile,47.0,2024-06-28,20240628,2024-06-28,2024,2,6,June,28,4,Friday,2024-06-28
11000000047,250.0,2025-02-19 06:49:28,2025-02-19 06:53:28,direct,mobile,4.0,2025-02-19,20250219,2025-02-19,2025,1,2,February,19,2,Wednesday,2025-02-19
11000000048,135.0,2025-08-07 22:22:56,2025-08-07 23:08:56,direct,desktop,46.0,2025-08-07,20250807,2025-08-07,2025,3,8,August,7,3,Thursday,2025-08-07
11000000049,334.0,2024-11-24 06:53:59,2024-11-24 07:20:59,direct,mobile,27.0,2024-11-24,20241124,2024-11-24,2024,4,11,November,24,6,Sunday,2024-11-24
11000000050,779.0,2025-08-07 22:28:13,2025-08-07 23:16:13,direct,mobile,48.0,2025-08-07,20250807,2025-08-07,2025,3,8,August,7,3,Thursday,2025-08-07
11000000051,1396.0,2024-01-24 05:41:45,2024-01-24 05:59:45,email,desktop,18.0,2024-01-24,20240124,2024-01-24,2024,1,1,January,24,2,Wednesday,2024-01-24
11000000054,732.0,2025-03-29 14:11:54,2025-03-29 15:01:54,direct,mobile,50.0,2025-03-29,20250329,2025-03-29,2025,1,3,March,29,5,Saturday,2025-03-29
11000000055,1267.0,2025-06-11 01:42:20,2025-06-11 01:56:20,ads,desktop,14.0,2025-06-11,20250611,2025-06-11,2025,2,6,June,11,2,Wednesday,2025-06-11
11000000056,298.0,2024-11-29 14:45:02,2024-11-29 15:09:02,direct,mobile,24.0,2024-11-29,20241129,2024-11-29,2024,4,11,November,29,4,Friday,2024-11-29
11000000057,933.0,2024-10-19 11:24:54,2024-10-19 12:07:54,ads,mobile,43.0,2024-10-19,20241019,2024-10-19,2024,4,10,October,19,5,Saturday,2024-10-19
11000000058,550.0,2024-02-25 07:55:41,2024-02-25 08:26:41,email,desktop,31.0,2024-02-25,20240225,2024-02-25,2024,1,2,February,25,6,Sunday,2024-02-25
11000000060,342.0,2025-06-17 04:59:23,2025-06-17 05:33:23,social,mobile,34.0,2025-06-17,20250617,2025-06-17,2025,2,6,June,17,1,Tuesday,2025-06-17
11000000061,568.0,2024-01-09 13:56:30,,referral,mobile,,2024-01-09,20240109,2024-01-09,2024,1,1,January,9,1,Tuesday,2024-01-09
11000000062,498.0,2024-08-23 03:42:36,2024-08-23 04:10:36,email,tablet,28.0,2024-08-23,20240823,2024-08-23,2024,3,8,August,23,4,Friday,2024-08-23
11000000064,1109.0,2025-08-05 00:12:45,2025-08-05 00:25:45,direct,desktop,13.0,2025-08-05,20250805,2025-08-05,2025,3,8,August,5,1,Tuesday,2025-08-05
11000000065,1211.0,2024-07-18 13:12:09,2024-07-18 13:32:09,ads,mobile,20.0,2024-07-18,20240718,2024-07-18,2024,3,7,July,18,3,Thursday,2024-07-18
11000000066,1443.0,2024-12-27 19:22:00,2024-12-27 20:11:00,direct,mobile,49.0,2024-12-27,20241227,2024-12-27,2024,4,12,December,27,4,Friday,2024-12-27
11000000067,811.0,2024-10-01 02:46:17,2024-10-01 02:58:17,email,desktop,12.0,2024-10-01,20241001,2024-10-01,2024,4,10,October,1,1,Tuesday,2024-10-01
11000000068,1160.0,2025-08-11 09:47:57,,direct,desktop,,2025-08-11,20250811,2025-08-11,2025,3,8,August,11,0,Monday,2025-08-11
11000000069,455.0,2024-03-30 22:28:01,2024-03-30 23:16:01,direct,mobile,48.0,2024-03-30,20240330,2024-03-30,2024,1,3,March,30,5,Saturday,2024-03-30
11000000070,601.0,2024-06-08 21:07:39,2024-06-08 22:03:39,direct,mobile,56.0,2024-06-08,20240608,2024-06-08,2024,2,6,June,8,5,Saturday,2024-06-08
11000000071,431.0,2024-08-31 12:28:50,2024-08-31 12:40:50,ads,mobile,12.0,2024-08-31,20240831,2024-08-31,2024,3,8,August,31,5,Saturday,2024-08-31
11000000073,80.0,2025-09-09 08:56:19,2025-09-09 09:44:19,ads,mobile,48.0,2025-09-09,20250909,2025-09-09,2025,3,9,September,9,1,Tuesday,2025-09-09
11000000075,859.0,2024-12-07 09:37:39,2024-12-07 10:06:39,direct,mobile,29.0,2024-12-07,20241207,2024-12-07,2024,4,12,December,7,5,Saturday,2024-12-07
11000000078,233.0,2024-02-20 23:09:17,2024-02-20 23:41:17,ads,mobile,32.0,2024-02-20,20240220,2024-02-20,2024,1,2,February,20,1,Tuesday,2024-02-20
11000000079,1176.0,2024-02-19 23:17:38,2024-02-20 00:10:38,direct,desktop,53.0,2024-02-19,20240219,2024-02-19,2024,1,2,February,19,0,Monday,2024-02-19
11000000082,181.0,2024-09-24 21:56:18,2024-09-24 21:57:18,direct,mobile,1.0,2024-09-24,20240924,2024-09-24,2024,3,9,September,24,1,Tuesday,2024-09-24
11000000083,1064.0,2024-04-06 13:32:17,2024-04-06 14:19:17,ads,mobile,47.0,2024-04-06,20240406,2024-04-06,2024,2,4,April,6,5,Saturday,2024-04-06
11000000084,166.0,2025-06-08 00:02:44,2025-06-08 00:30:44,direct,mobile,28.0,2025-06-08,20250608,2025-06-08,2025,2,6,June,8,6,Sunday,2025-06-08
11000000085,1230.0,2024-05-31 14:24:31,2024-05-31 14:26:31,referral,mobile,2.0,2024-05-31,20240531,2024-05-31,2024,2,5,May,31,4,Friday,2024-05-31
11000000087,747.0,2024-01-20 16:57:26,2024-01-20 17:23:26,direct,mobile,26.0,2024-01-20,20240120,2024-01-20,2024,1,1,January,20,5,Saturday,2024-01-20
11000000088,927.0,2024-01-01 00:43:15,2024-01-01 01:16:15,ads,tablet,33.0,2024-01-01,20240101,2024-01-01,2024,1,1,January,1,0,Monday,2024-01-01
11000000089,1009.0,2025-01-29 11:12:48,2025-01-29 12:12:48,direct,mobile,60.0,2025-01-29,20250129,2025-01-29,2025,1,1,January,29,2,Wednesday,2025-01-29
11000000090,1334.0,2025-05-28 15:56:02,,social,mobile,,2025-05-28,20250528,2025-05-28,2025,2,5,May,28,2,Wednesday,2025-05-28
11000000091,51.0,2024-09-29 17:08:35,2024-09-29 17:31:35,email,desktop,23.0,2024-09-29,20240929,2024-09-29,2024,3,9,September,29,6,Sunday,2024-09-29
11000000092,1436.0,2024-10-21 04:15:27,2024-10-21 04:40:27,referral,mobile,25.0,2024-10-21,20241021,2024-10-21,2024,4,10,October,21,0,Monday,2024-10-21
11000000093,859.0,2025-01-20 00:06:36,2025-01-20 00:45:36,direct,desktop,39.0,2025-01-20,20250120,2025-01-20,2025,1,1,January,20,0,Monday,2025-01-20
11000000094,1298.0,2024-09-22 13:47:51,2024-09-22 14:10:51,referral,mobile,23.0,2024-09-22,20240922,2024-09-22,2024,3,9,September,22,6,Sunday,2024-09-22
11000000095,51.0,2024-12-01 14:00:38,2024-12-01 14:09:38,direct,mobile,9.0,2024-12-01,20241201,2024-12-01,2024,4,12,December,1,6,Sunday,2024-12-01
11000000096,885.0,2024-10-02 21:22:16,2024-10-02 21:24:16,ads,mobile,2.0,2024-10-02,20241002,2024-10-02,2024,4,10,October,2,2,Wednesday,2024-10-02
11000000097,505.0,2024-06-17 06:12:02,2024-06-17 06:53:02,direct,mobile,41.0,2024-06-17,20240617,2024-06-17,2024,2,6,June,17,0,Monday,2024-06-17
11000000099,1.0,2024-02-11 22:10:36,2024-02-11 22:40:36,direct,mobile,30.0,2024-02-11,20240211,2024-02-11,2024,1,2,February,11,6,Sunday,2024-02-11
11000000100,781.0,2024-12-29 19:56:25,2024-12-29 20:42:25,direct,desktop,46.0,2024-12-29,20241229,2024-12-29,2024,4,12,December,29,6,Sunday,2024-12-29
11000000101,540.0,2024-03-28 09:44:11,2024-03-28 09:55:11,ads,mobile,11.0,2024-03-28,20240328,2024-03-28,2024,1,3,March,28,3,Thursday,2024-03-28
11000000106,718.0,2024-03-22 06:50:17,2024-03-22 07:19:17,direct,mobile,29.0,2024-03-22,20240322,2024-03-22,2024,1,3,March,22,4,Friday,2024-03-22
11000000108,937.0,2025-02-22 14:57:02,2025-02-22 15:26:02,social,mobile,29.0,2025-02-22,20250222,2025-02-22,2025,1,2,February,22,5,Saturday,2025-02-22
11000000109,855.0,2024-12-17 05:51:47,2024-12-17 05:58:47,ads,mobile,7.0,2024-12-17,20241217,2024-12-17,2024,4,12,December,17,1,Tuesday,2024-12-17
11000000110,1396.0,2025-02-12 08:47:46,2025-02-12 08:58:46,direct,mobile,11.0,2025-02-12,20250212,2025-02-12,2025,1,2,February,12,2,Wednesday,2025-02-12
11000000111,465.0,2025-08-20 03:57:23,2025-08-20 04:49:23,email,mobile,52.0,2025-08-20,20250820,2025-08-20,2025,3,8,August,20,2,Wednesday,2025-08-20
11000000115,785.0,2024-07-07 12:08:03,2024-07-07 12:56:03,ads,desktop,48.0,2024-07-07,20240707,2024-07-07,2024,3,7,July,7,6,Sunday,2024-07-07
11000000116,49.0,2025-03-25 02:58:58,2025-03-25 03:05:58,ads,desktop,7.0,2025-03-25,20250325,2025-03-25,2025,1,3,March,25,1,Tuesday,2025-03-25
11000000117,725.0,2024-03-03 22:26:33,2024-03-03 22:46:33,email,desktop,20.0,2024-03-03,20240303,2024-03-03,2024,1,3,March,3,6,Sunday,2024-03-03
11000000118,647.0,2024-10-06 10:42:56,2024-10-06 11:42:56,ads,mobile,60.0,2024-10-06,20241006,2024-10-06,2024,4,10,October,6,6,Sunday,2024-10-06
11000000119,1014.0,2025-07-01 14:44:37,2025-07-01 14:52:37,direct,mobile,8.0,2025-07-01,20250701,2025-07-01,2025,3,7,July,1,1,Tuesday,2025-07-01
11000000120,892.0,2025-04-24 04:47:44,2025-04-24 05:33:44,direct,mobile,46.0,2025-04-24,20250424,2025-04-24,2025,2,4,April,24,3,Thursday,2025-04-24
11000000121,130.0,2025-02-02 15:26:51,2025-02-02 15:44:51,referral,mobile,18.0,2025-02-02,20250202,2025-02-02,2025,1,2,February,2,6,Sunday,2025-02-02
11000000122,633.0,2024-05-25 14:29:49,2024-05-25 15:17:49,referral,desktop,48.0,2024-05-25,20240525,2024-05-25,2024,2,5,May,25,5,Saturday,2024-05-25
11000000124,532.0,2024-12-28 01:24:10,,direct,mobile,,2024-12-28,20241228,2024-12-28,2024,4,12,December,28,5,Saturday,2024-12-28
11000000125,997.0,2024-11-30 14:56:28,2024-11-30 15:25:28,email,desktop,29.0,2024-11-30,20241130,2024-11-30,2024,4,11,November,30,5,Saturday,2024-11-30
11000000126,11.0,2025-08-14 16:23:44,2025-08-14 17:23:44,direct,mobile,60.0,2025-08-14,20250814,2025-08-14,2025,3,8,August,14,3,Thursday,2025-08-14
11000000128,1331.0,2024-02-01 14:45:20,2024-02-01 15:00:20,referral,mobile,15.0,2024-02-01,20240201,2024-02-01,2024,1,2,February,1,3,Thursday,2024-02-01
11000000130,1084.0,2024-02-28 09:37:41,2024-02-28 10:22:41,ads,mobile,45.0,2024-02-28,20240228,2024-02-28,2024,1,2,February,28,2,Wednesday,2024-02-28
11000000131,1201.0,2025-09-29 07:22:23,2025-09-29 07:38:23,email,mobile,16.0,2025-09-29,20250929,2025-09-29,2025,3,9,September,29,0,Monday,2025-09-29
11000000133,367.0,2025-08-21 09:50:23,2025-08-21 10:10:23,email,mobile,20.0,2025-08-21,20250821,2025-08-21,2025,3,8,August,21,3,Thursday,2025-08-21
11000000134,710.0,2024-03-04 04:31:39,2024-03-04 05:06:39,direct,mobile,35.0,2024-03-04,20240304,2024-03-04,2024,1,3,March,4,0,Monday,2024-03-04
11000000136,1389.0,2024-01-25 20:51:57,2024-01-25 21:35:57,email,desktop,44.0,2024-01-25,20240125,2024-01-25,2024,1,1,January,25,3,Thursday,2024-01-25
11000000138,1160.0,2024-06-09 09:02:58,2024-06-09 09:04:58,email,desktop,2.0,2024-06-09,20240609,2024-06-09,2024,2,6,June,9,6,Sunday,2024-06-09
11000000139,1252.0,2025-06-30 15:15:28,2025-06-30 15:21:28,ads,tablet,6.0,2025-06-30,20250630,2025-06-30,2025,2,6,June,30,0,Monday,2025-06-30
11000000141,1438.0,2024-12-17 16:16:50,2024-12-17 16:57:50,ads,mobile,41.0,2024-12-17,20241217,2024-12-17,2024,4,12,December,17,1,Tuesday,2024-12-17
11000000142,670.0,2024-07-26 20:57:06,2024-07-26 21:49:06,social,mobile,52.0,2024-07-26,20240726,2024-07-26,2024,3,7,July,26,4,Friday,2024-07-26
11000000144,1207.0,2024-08-14 06:56:48,2024-08-14 07:14:48,ads,tablet,18.0,2024-08-14,20240814,2024-08-14,2024,3,8,August,14,2,Wednesday,2024-08-14
11000000145,1110.0,2024-11-18 04:51:12,2024-11-18 05:51:12,ads,tablet,60.0,2024-11-18,20241118,2024-11-18,2024,4,11,November,18,0,Monday,2024-11-18
11000000146,94.0,2024-05-29 04:51:48,2024-05-29 05:36:48,ads,desktop,45.0,2024-05-29,20240529,2024-05-29,2024,2,5,May,29,2,Wednesday,2024-05-29
11000000147,1158.0,2024-04-21 19:33:05,2024-04-21 20:30:05,direct,mobile,57.0,2024-04-21,20240421,2024-04-21,2024,2,4,April,21,6,Sunday,2024-04-21
11000000149,252.0,2025-02-19 22:11:56,2025-02-19 22:34:56,direct,mobile,23.0,2025-02-19,20250219,2025-02-19,2025,1,2,February,19,2,Wednesday,2025-02-19
11000000150,625.0,2024-03-19 21:34:21,2024-03-19 21:48:21,ads,desktop,14.0,2024-03-19,20240319,2024-03-19,2024,1,3,March,19,1,Tuesday,2024-03-19
11000000151,919.0,2024-05-13 20:21:14,2024-05-13 20:51:14,email,desktop,30.0,2024-05-13,20240513,2024-05-13,2024,2,5,May,13,0,Monday,2024-05-13
11000000152,1053.0,2024-08-07 14:40:24,2024-08-07 15:28:24,ads,mobile,48.0,2024-08-07,20240807,2024-08-07,2024,3,8,August,7,2,Wednesday,2024-08-07
11000000153,1381.0,2024-10-26 09:23:02,2024-10-26 09:56:02,direct,desktop,33.0,2024-10-26,20241026,2024-10-26,2024,4,10,October,26,5,Saturday,2024-10-26
11000000154,591.0,2025-05-24 00:25:34,2025-05-24 00:48:34,social,mobile,23.0,2025-05-24,20250524,2025-05-24,2025,2,5,May,24,5,Saturday,2025-05-24
11000000155,1452.0,2024-09-10 19:38:19,2024-09-10 20:26:19,direct,mobile,48.0,2024-09-10,20240910,2024-09-10,2024,3,9,September,10,1,Tuesday,2024-09-10
11000000156,864.0,2024-08-09 19:29:41,2024-08-09 19:53:41,direct,desktop,24.0,2024-08-09,20240809,2024-08-09,2024,3,8,August,9,4,Friday,2024-08-09
11000000157,744.0,2024-01-10 20:29:38,2024-01-10 20:44:38,ads,mobile,15.0,2024-01-10,20240110,2024-01-10,2024,1,1,January,10,2,Wednesday,2024-01-10
11000000158,653.0,2024-09-18 23:27:31,2024-09-19 00:09:31,ads,mobile,42.0,2024-09-18,20240918,2024-09-18,2024,3,9,September,18,2,Wednesday,2024-09-18
11000000159,974.0,2025-05-15 20:29:52,2025-05-15 21:09:52,direct,mobile,40.0,2025-05-15,20250515,2025-05-15,2025,2,5,May,15,3,Thursday,2025-05-15
11000000163,1105.0,2024-07-17 03:08:53,2024-07-17 03:12:53,ads,tablet,4.0,2024-07-17,20240717,2024-07-17,2024,3,7,July,17,2,Wednesday,2024-07-17
11000000164,1211.0,2025-09-07 15:37:31,2025-09-07 16:07:31,ads,desktop,30.0,2025-09-07,20250907,2025-09-07,2025,3,9,September,7,6,Sunday,2025-09-07
11000000167,1017.0,2025-04-22 22:52:13,2025-04-22 23:14:13,ads,desktop,22.0,2025-04-22,20250422,2025-04-22,2025,2,4,April,22,1,Tuesday,2025-04-22
11000000168,267.0,2024-03-10 01:21:23,2024-03-10 02:00:23,direct,mobile,39.0,2024-03-10,20240310,2024-03-10,2024,1,3,March,10,6,Sunday,2024-03-10
11000000169,1228.0,2025-02-19 02:31:34,2025-02-19 03:07:34,direct,desktop,36.0,2025-02-19,20250219,2025-02-19,2025,1,2,February,19,2,Wednesday,2025-02-19
11000000170,1121.0,2025-08-29 02:50:10,2025-08-29 03:49:10,direct,mobile,59.0,2025-08-29,20250829,2025-08-29,2025,3,8,August,29,4,Friday,2025-08-29
11000000172,1380.0,2024-10-22 18:32:10,2024-10-22 18:34:10,email,mobile,2.0,2024-10-22,20241022,2024-10-22,2024,4,10,October,22,1,Tuesday,2024-10-22
11000000174,605.0,2024-07-29 08:12:41,2024-07-29 08:42:41,email,mobile,30.0,2024-07-29,20240729,2024-07-29,2024,3,7,July,29,0,Monday,2024-07-29
11000000176,1309.0,2025-08-22 13:01:31,2025-08-22 13:51:31,social,desktop,50.0,2025-08-22,20250822,2025-08-22,2025,3,8,August,22,4,Friday,2025-08-22
11000000177,1393.0,2025-03-13 14:04:38,2025-03-13 14:57:38,direct,mobile,53.0,2025-03-13,20250313,2025-03-13,2025,1,3,March,13,3,Thursday,2025-03-13
11000000178,331.0,2024-08-15 01:50:40,2024-08-15 01:51:40,ads,mobile,1.0,2024-08-15,20240815,2024-08-15,2024,3,8,August,15,3,Thursday,2024-08-15
11000000179,1288.0,2024-12-11 20:09:16,2024-12-11 20:15:16,referral,mobile,6.0,2024-12-11,20241211,2024-12-11,2024,4,12,December,11,2,Wednesday,2024-12-11
11000000180,524.0,2025-07-25 17:09:34,2025-07-25 18:04:34,ads,mobile,55.0,2025-07-25,20250725,2025-07-25,2025,3,7,July,25,4,Friday,2025-07-25
11000000181,1374.0,2025-04-12 19:03:32,,social,mobile,,2025-04-12,20250412,2025-04-12,2025,2,4,April,12,5,Saturday,2025-04-12
11000000182,67.0,2025-05-10 20:09:16,2025-05-10 20:28:16,referral,desktop,19.0,2025-05-10,20250510,2025-05-10,2025,2,5,May,10,5,Saturday,2025-05-10
11000000184,662.0,2025-09-11 17:40:57,2025-09-11 18:31:57,direct,mobile,51.0,2025-09-11,20250911,2025-09-11,2025,3,9,September,11,3,Thursday,2025-09-11
11000000185,1332.0,2025-09-15 05:05:59,2025-09-15 05:13:59,ads,mobile,8.0,2025-09-15,20250915,2025-09-15,2025,3,9,September,15,0,Monday,2025-09-15
11000000186,1163.0,2024-12-03 06:15:23,2024-12-03 06:23:23,direct,mobile,8.0,2024-12-03,20241203,2024-12-03,2024,4,12,December,3,1,Tuesday,2024-12-03
11000000187,665.0,2024-01-21 14:23:31,2024-01-21 14:42:31,direct,desktop,19.0,2024-01-21,20240121,2024-01-21,2024,1,1,January,21,6,Sunday,2024-01-21
11000000188,1409.0,2025-03-02 20:16:50,2025-03-02 20:27:50,direct,mobile,11.0,2025-03-02,20250302,2025-03-02,2025,1,3,March,2,6,Sunday,2025-03-02
11000000189,502.0,2025-06-07 07:40:14,2025-06-07 08:00:14,direct,mobile,20.0,2025-06-07,20250607,2025-06-07,2025,2,6,June,7,5,Saturday,2025-06-07
11000000190,744.0,2025-07-25 03:23:35,2025-07-25 03:25:35,direct,desktop,2.0,2025-07-25,20250725,2025-07-25,2025,3,7,July,25,4,Friday,2025-07-25
11000000191,686.0,2024-07-25 08:45:03,2024-07-25 09:07:03,direct,desktop,22.0,2024-07-25,20240725,2024-07-25,2024,3,7,July,25,3,Thursday,2024-07-25
11000000193,145.0,2024-06-09 14:24:05,2024-06-09 15:07:05,direct,desktop,43.0,2024-06-09,20240609,2024-06-09,2024,2,6,June,9,6,Sunday,2024-06-09
11000000195,865.0,2024-02-10 02:26:49,2024-02-10 02:56:49,direct,mobile,30.0,2024-02-10,20240210,2024-02-10,2024,1,2,February,10,5,Saturday,2024-02-10
11000000197,1167.0,2024-01-20 04:25:51,2024-01-20 04:44:51,referral,mobile,19.0,2024-01-20,20240120,2024-01-20,2024,1,1,January,20,5,Saturday,2024-01-20
11000000200,170.0,2025-05-11 19:23:32,2025-05-11 20:23:32,ads,desktop,60.0,2025-05-11,20250511,2025-05-11,2025,2,5,May,11,6,Sunday,2025-05-11
11000000201,958.0,2024-04-08 16:40:54,2024-04-08 17:19:54,direct,mobile,39.0,2024-04-08,20240408,2024-04-08,2024,2,4,April,8,0,Monday,2024-04-08
11000000203,541.0,2025-05-29 04:43:08,2025-05-29 05:36:08,email,desktop,53.0,2025-05-29,20250529,2025-05-29,2025,2,5,May,29,3,Thursday,2025-05-29
11000000204,119.0,2025-06-08 09:36:31,2025-06-08 09:41:31,ads,desktop,5.0,2025-06-08,20250608,2025-06-08,2025,2,6,June,8,6,Sunday,2025-06-08
11000000205,228.0,2024-02-10 18:31:59,2024-02-10 18:57:59,ads,mobile,26.0,2024-02-10,20240210,2024-02-10,2024,1,2,February,10,5,Saturday,2024-02-10
11000000206,1315.0,2024-07-07 19:23:11,2024-07-07 20:15:11,ads,desktop,52.0,2024-07-07,20240707,2024-07-07,2024,3,7,July,7,6,Sunday,2024-07-07
11000000207,535.0,2024-01-24 16:48:53,2024-01-24 17:45:53,ads,mobile,57.0,2024-01-24,20240124,2024-01-24,2024,1,1,January,24,2,Wednesday,2024-01-24
11000000209,601.0,2025-09-04 23:48:05,,ads,desktop,,2025-09-04,20250904,2025-09-04,2025,3,9,September,4,3,Thursday,2025-09-04
11000000211,1417.0,2025-05-31 22:48:43,2025-05-31 23:22:43,direct,mobile,34.0,2025-05-31,20250531,2025-05-31,2025,2,5,May,31,5,Saturday,2025-05-31
11000000213,436.0,2024-11-14 02:56:28,2024-11-14 02:57:28,ads,desktop,1.0,2024-11-14,20241114,2024-11-14,2024,4,11,November,14,3,Thursday,2024-11-14
11000000214,706.0,2024-01-21 08:26:24,2024-01-21 09:07:24,ads,mobile,41.0,2024-01-21,20240121,2024-01-21,2024,1,1,January,21,6,Sunday,2024-01-21
